Catalog Number,Calendar Date,Eclipse Time,Eclipse Type,Eclipse Magnitude,Latitude,Longitude
9858,2092 July 19,0:41:58,Ne,19S,8W
9859,2092 August 17,9:13:59,N,14S,136W
9860,2093 January 12,18:00:03,N,20N,93E
9861,2093 July 8,17:24:18,P,22S,101E
9862,2094 January 1,17:00:06,P,22N,107E
9863,2094 June 28,10:01:57,T+,23S,149W
9864,2094 December 21,19:56:32,T+,24N,61E
9865,2095 June 17,22:00:11,P,24S,31E
9866,2095 December 11,6:15:02,P,24N,95W
9867,2096 May 7,11:24:42,N,16S,171W
9868,2096 June 6,2:43:41,Nb,24S,41W
9869,2096 October 31,11:30:23,N,13N,175W
9870,2096 November 29,21:22:22,N,23N,37E
9871,2097 April 26,12:18:17,P,13S,176E
9872,2097 October 21,1:30:55,T,11N,26W
9873,2098 April 15,19:04:48,T-,10S,74E
9874,2098 October 10,9:19:58,T,7N,143W
9875,2099 April 5,8:30:56,P,7S,127W
9876,2099 September 29,10:36:38,Nx,3N,161W
9877,2100 February 24,15:05:11,N,10N,138E
9878,2100 August 19,21:44:58,N,13S,36E
9879,2101 February 14,2:50:00,T,13N,38W
9880,2101 August 9,8:25:33,T,16S,124W
9881,2102 February 3,7:18:21,T,16N,105W
9882,2102 July 30,0:29:10,T,18S,5W
9883,2103 January 23,6:34:00,Nx,19N,95W
9884,2103 June 20,9:36:11,N,25S,143W
9885,2103 July 19,17:28:43,N,20S,100E
9886,2103 December 13,16:51:37,N,24N,106E
9887,2104 June 8,19:38:40,P,23S,66E
9888,2104 December 2,4:58:11,P,22N,76W
9889,2105 May 28,22:34:06,T+,21S,22E
9890,2105 November 21,20:42:00,T-,20N,47E
9891,2106 May 17,23:06:43,P,19S,13E
9892,2106 November 11,11:22:14,P,16N,174W
9893,2107 April 7,17:30:11,N,8S,99E
9894,2107 May 7,4:30:24,Nb,15S,67W
9895,2107 October 2,5:23:19,N,4N,83W
9896,2108 March 27,8:06:28,T,3S,119W
9897,2108 September 20,5:47:11,P,1S,88W
9898,2109 March 17,0:22:28,T,2N,2W
9899,2109 September 9,7:43:03,T-,6S,115W
9900,2110 March 6,13:37:20,N,7N,160E
9901,2110 August 29,16:38:48,P,10S,112E
9902,2111 January 25,2:03:07,N,18N,27W
9903,2111 July 21,0:53:17,P,20S,11W
9904,2112 January 14,1:06:36,P,21N,14W
9905,2112 July 9,17:19:51,T+,22S,102E
9906,2113 January 2,4:22:59,T+,23N,64W
9907,2113 June 29,4:55:26,P,24S,72W
9908,2113 December 22,14:58:42,P,24N,136E
9909,2114 May 19,18:07:33,N,19S,89E
9910,2114 June 18,9:17:07,N,25S,138W
9911,2114 November 12,19:59:33,N,17N,58E
9912,2114 December 12,6:09:26,N,25N,93W
9913,2115 May 8,19:21:24,P,17S,70E
9914,2115 November 2,9:36:34,P,14N,147W
9915,2116 April 27,2:41:18,T-,14S,40W
9916,2116 October 21,16:53:39,T+,11N,104E
9917,2117 April 16,16:32:00,P,11S,113E
9918,2117 October 10,17:47:12,P,8N,91E
9919,2118 March 7,23:33:04,N,6N,11E
9920,2118 August 31,4:51:45,N,10S,71W
9921,2119 February 25,11:05:13,T,10N,162W
9922,2119 August 20,15:51:55,T,13S,124E
9923,2120 February 14,15:17:20,T,13N,135E
9924,2120 August 9,8:01:32,T,15S,118W
9925,2121 February 2,14:32:40,Nx,16N,146E
9926,2121 June 30,16:49:52,N,25S,110E
9927,2121 July 30,0:52:44,N,17S,11W
9928,2121 December 24,1:22:13,N,25N,20W
9929,2122 June 20,2:27:47,P,24S,35W
9930,2122 December 13,13:42:41,P,24N,154E
9931,2123 June 9,5:06:28,T+,23S,76W
9932,2123 December 3,5:24:09,T-,22N,83W
9933,2124 May 28,5:50:59,P,21S,87W
9934,2124 November 21,19:47:21,P,19N,61E
9935,2125 April 18,1:18:48,N,12S,19W
9936,2125 May 17,11:46:31,N,18S,176W
9937,2125 October 12,12:43:06,N,9N,167E
9938,2126 April 7,16:17:55,T,7S,117E
9939,2126 October 1,12:49:48,P,4N,166E
9940,2127 March 28,8:40:17,T+,3S,128W
9941,2127 September 20,14:56:04,T-,1S,136E
9942,2128 March 16,21:46:08,Nx,2N,37E
9943,2128 September 9,0:10:30,P,6S,2W
9944,2129 February 4,10:02:24,N,15N,146W
9945,2129 July 31,8:24:31,P,17S,123W
9946,2130 January 24,9:10:19,P,19N,134W
9947,2130 July 21,0:38:56,T+,20S,7W
9948,2131 January 13,12:49:59,T+,22N,171E
9949,2131 July 10,11:47:56,P,23S,174W
9950,2132 January 2,23:44:22,P,24N,6E
9951,2132 May 30,0:42:50,N,21S,10W
9952,2132 June 28,15:45:35,N,24S,126E
9953,2132 November 23,4:35:10,N,19N,71W
9954,2132 December 22,14:59:51,N,25N,136E
9955,2133 May 19,2:16:19,P,19S,34W
9956,2133 November 12,17:50:08,P,17N,90E
9957,2134 May 8,10:10:41,T-,17S,152W
9958,2134 November 2,0:34:20,T+,15N,12W
9959,2135 April 28,0:26:35,P,15S,6W
9960,2135 October 22,1:06:05,P,12N,20W
9961,2136 March 18,7:53:55,N,2N,115W
9962,2136 April 16,17:08:45,Nb,12S,103E
9963,2136 September 10,12:05:06,N,6S,180E
9964,2137 March 7,19:13:43,T,5N,76E
9965,2137 August 30,23:24:05,T,9S,11E
9966,2138 February 24,23:09:56,T,9N,17E
9967,2138 August 20,15:38:46,T,12S,127E
9968,2139 February 13,22:28:17,Nx,12N,27E
9969,2139 July 12,0:01:45,Ne,23S,3E
9970,2139 August 10,8:18:10,N,15S,122W
9971,2140 January 4,9:55:16,N,24N,146W
9972,2140 June 30,9:13:17,P,24S,136W
9973,2140 December 23,22:29:48,P,24N,24E
9974,2141 June 19,11:34:51,T-,23S,172W
9975,2141 December 13,14:10:16,T-,23N,147E
9976,2142 June 8,12:32:42,P,22S,173E
9977,2142 December 3,4:16:11,P,21N,65W
9978,2143 April 29,9:01:22,N,16S,135W
9979,2143 May 28,18:59:24,N,20S,76E
9980,2143 October 23,20:10:38,N,13N,54E
9981,2144 April 18,0:20:29,T,11S,4W
9982,2144 October 11,20:02:14,P,8N,57E
9983,2145 April 7,16:48:09,T+,7S,110E
9984,2145 September 30,22:19:51,T-,3N,24E
9985,2146 March 28,5:44:28,P,2S,83W
9986,2146 September 20,7:51:28,P,2S,118W
9987,2147 February 15,17:57:14,N,12N,95E
9988,2147 August 11,15:57:02,P,14S,123E
9989,2147 September 9,23:11:33,Nb,7S,13E
9990,2148 February 4,17:13:45,P,16N,106E
9991,2148 July 31,7:56:37,T+,18S,116W
9992,2149 January 23,21:17:23,T+,19N,45E
9993,2149 July 20,18:38:11,P,21S,84E
9994,2150 January 13,8:31:35,P,22N,124W
9995,2150 June 10,7:14:48,Ne,22S,107W
9996,2150 July 9,22:13:22,N,23S,29E
9997,2150 December 4,13:14:45,N,21N,160E
9998,2151 January 2,23:51:26,N,24N,4E
9999,2151 May 30,9:09:10,P,21S,136W
10000,2151 November 24,2:08:13,P,20N,34W
10001,2152 May 18,17:35:13,T-,20S,97E
10002,2152 November 12,8:21:47,T+,18N,128W
10003,2153 May 8,8:14:39,P,18S,123W
10004,2153 November 1,8:34:03,P,15N,132W
10005,2154 March 29,16:05:07,N,3S,122E
10006,2154 April 28,1:04:33,N,15S,16W
10007,2154 September 21,19:29:06,N,2S,68E
10008,2154 October 21,9:26:08,Nb,12N,145W
10009,2155 March 19,3:12:45,T,1N,45W
10010,2155 September 11,7:03:11,T,5S,105W
10011,2156 March 7,6:54:14,T,5N,100W
10012,2156 August 30,23:20:37,T+,8S,11E
10013,2157 February 24,6:16:36,P,9N,90W
10014,2157 August 20,15:46:36,P,11S,125E
10015,2158 January 14,18:29:52,N,22N,87E
10016,2158 July 11,15:55:51,P,23S,124E
10017,2159 January 4,7:19:20,P,23N,107W
10018,2159 June 30,18:00:09,T-,23S,92E
10019,2159 December 24,23:00:09,T-,23N,16E
10020,2160 June 18,19:10:10,P,23S,74E
10021,2160 December 13,12:50:19,P,22N,167E
10022,2161 May 9,16:38:03,N,19S,111E
10023,2161 June 8,2:08:54,N,22S,31W
10024,2161 November 3,3:45:49,N,16N,59W
10025,2162 April 29,8:17:08,P,15S,124W
10026,2162 October 23,3:23:58,P,12N,54W
10027,2163 April 19,0:49:33,T+,11S,11W
10028,2163 October 12,5:51:53,T-,7N,90W
10029,2164 April 7,13:34:34,P,6S,159E
10030,2164 September 30,15:40:32,P,2N,124E
10031,2165 February 26,1:44:02,N,8N,22W
10032,2165 August 21,23:34:21,N,11S,8E
10033,2165 September 20,7:05:16,N,2S,106W
10034,2166 February 15,1:11:40,P,12N,13W
10035,2166 August 11,15:17:07,T,15S,134E
10036,2167 February 4,5:41:32,T+,16N,80W
10037,2167 August 1,1:28:59,T,18S,19W
10038,2168 January 24,17:17:30,P,20N,105E
10039,2168 July 20,4:38:50,N,22S,66W
10040,2168 December 14,21:59:24,N,22N,31E
10041,2169 January 13,8:43:52,N,23N,127W
10042,2169 June 9,15:57:06,P,22S,122E
10043,2169 December 4,10:31:58,P,22N,159W
10044,2170 May 30,0:55:17,T+,22S,13W
10045,2170 November 23,16:16:21,T+,21N,114E
10046,2171 May 19,15:56:55,P,21S,121E
10047,2171 November 12,16:10:02,P,18N,115E
10048,2172 April 9,0:08:52,N,7S,0E
10049,2172 May 8,8:53:18,N,19S,133W
10050,2172 October 2,3:01:41,N,3N,46W
10051,2172 October 31,17:09:17,N,16N,100E
10052,2173 March 29,11:02:23,P,3S,163W
10053,2173 September 21,14:50:18,P,1S,138E
10054,2174 March 18,14:30:50,T-,1N,146E
10055,2174 September 11,7:08:03,T+,4S,106W
10056,2175 March 7,13:59:53,P,4N,154E
10057,2175 August 31,23:19:04,P,8S,12E
10058,2176 January 26,3:03:39,N,20N,41W
10059,2176 July 21,22:36:52,P,21S,24E
10060,2177 January 14,16:08:55,P,22N,122E
10061,2177 July 11,0:25:23,T-,22S,3W
10062,2178 January 4,7:50:14,T-,23N,115W
10063,2178 June 30,1:48:39,P,23S,25W
10064,2178 December 24,21:26:20,P,23N,40E
10065,2179 May 21,0:09:10,N,21S,2W
10066,2179 June 19,9:16:11,N,22S,137W
10067,2179 November 14,11:28:05,N,19N,175W
10068,2180 May 9,16:05:58,P,18S,119E
10069,2180 November 2,10:55:47,P,16N,167W
10070,2181 April 29,8:40:08,T+,15S,129W
10071,2181 October 22,13:35:21,T-,11N,154E
10072,2182 April 18,21:14:14,P,10S,43E
10073,2182 October 11,23:38:06,P,7N,4E
10074,2183 March 9,9:24:16,N,3N,137W
10075,2183 September 2,7:15:22,N,7S,107W
10076,2183 October 1,15:05:25,N,2N,133E
10077,2184 February 26,9:05:35,P,8N,132W
10078,2184 August 21,22:38:35,T,11S,23E
10079,2185 February 14,14:03:41,T+,13N,154E
10080,2185 August 11,8:20:59,T,15S,122W
10081,2186 February 4,2:01:15,P,17N,25W
10082,2186 July 31,11:07:14,N,19S,163W
10083,2186 December 26,6:46:26,N,22N,100W
10084,2187 January 24,17:35:19,N,21N,101E
10085,2187 June 20,22:44:13,P,23S,21E
10086,2187 December 15,18:58:37,P,23N,76E
10087,2188 June 9,8:12:51,T+,23S,122W
10088,2188 December 4,0:15:39,T+,22N,5W
10089,2189 May 29,23:34:01,P,22S,8E
10090,2189 November 22,23:54:08,P,21N,1W
10091,2190 April 20,8:03:22,N,11S,119W
10092,2190 May 19,16:35:26,N,21S,112E
10093,2190 October 13,10:43:55,N,7N,162W
10094,2190 November 12,1:00:53,N,19N,18W
10095,2191 April 9,18:42:01,P,7S,82E
10096,2191 October 2,22:45:48,P,3N,18E
10097,2192 March 28,21:56:24,T-,4S,34E
10098,2192 September 21,15:02:17,T+,0S,134E
10099,2193 March 17,21:34:32,P,0N,40E
10100,2193 September 11,6:57:00,P,4S,104W
10101,2194 February 5,11:34:56,N,17N,168W
10102,2194 August 2,5:18:42,N,19S,76W
10103,2195 January 26,0:58:49,P,19N,10W
10104,2195 July 22,6:49:10,T,20S,99W
10105,2196 January 15,16:41:55,T-,21N,114E
10106,2196 July 10,8:26:05,P,22S,123W
10107,2197 January 4,6:04:04,P,22N,88W
10108,2197 May 31,7:36:04,N,23S,113W
10109,2197 June 29,16:22:52,N,22S,117E
10110,2197 November 24,19:17:17,N,22N,69E
10111,2198 May 20,23:50:32,P,21S,3E
10112,2198 November 13,18:34:28,P,19N,79E
10113,2199 May 10,16:25:22,T+,18S,115E
10114,2199 November 2,21:27:11,T-,15N,36E
10115,2200 April 30,4:44:34,P,14S,70W
10116,2200 October 23,7:44:43,P,11N,118W
10117,2201 March 20,16:55:04,N,1S,110E
10118,2201 September 13,15:03:17,N,3S,135E
10119,2201 October 12,23:14:05,N,6N,10E
10120,2202 March 9,16:51:36,P,4N,111E
10121,2202 September 3,6:05:57,T,7S,90W
10122,2203 February 26,22:20:39,T+,9N,30E
10123,2203 August 23,15:15:12,T,12S,134E
10124,2204 February 16,10:41:26,P,13N,155W
10125,2204 August 11,17:37:23,N,16S,99E
10126,2205 January 6,15:34:56,N,21N,129E
10127,2205 February 5,2:23:28,N,18N,30W
10128,2205 July 2,5:29:54,P,22S,79W
10129,2205 December 27,3:28:47,P,23N,50W
10130,2206 June 21,15:28:26,T+,23S,130E
10131,2206 December 16,8:19:07,T+,23N,124W
10132,2207 June 11,7:07:39,P,24S,105W
10133,2207 December 5,7:45:24,P,23N,117W
10134,2208 May 1,15:49:06,N,14S,124E
10135,2208 May 31,0:10:37,N,23S,2W
10136,2208 October 24,18:36:02,N,11N,80E
10137,2208 November 23,9:01:59,N,22N,137W
10138,2209 April 21,2:12:20,P,11S,31W
10139,2209 October 14,6:49:53,P,7N,104W
10140,2210 April 10,5:13:49,T-,8S,76W
10141,2210 October 3,23:03:49,T+,4N,13E
10142,2211 March 30,5:02:58,P,4S,73W
10143,2211 September 23,14:39:33,P,1N,140E
10144,2212 February 17,20:03:16,N,13N,65E
10145,2212 March 18,9:06:46,N,0S,133W
10146,2212 August 13,12:02:09,N,15S,177W
10147,2213 February 6,9:44:33,P,16N,141W
10148,2213 August 2,13:16:20,T,18S,165E
10149,2214 January 27,1:30:46,T-,18N,18W
10150,2214 July 22,15:06:54,T,20S,137E
10151,2215 January 16,14:40:00,P,20N,144E
10152,2215 June 12,14:59:57,N,25S,137E
10153,2215 July 11,23:30:24,N,21S,11E
10154,2215 December 7,3:12:05,N,24N,48W
10155,2216 June 1,7:27:36,P,23S,110W
10156,2216 November 25,2:22:56,P,21N,37W
10157,2217 May 22,0:01:35,T+,20S,1E
10158,2217 November 14,5:29:02,T-,18N,84W
10159,2218 May 11,12:05:34,P,17S,180E
10160,2218 November 3,16:00:25,P,14N,118E
10161,2219 April 1,0:18:15,N,5S,2W
10162,2219 September 24,22:55:52,N,2N,16E
10163,2219 October 24,7:29:32,N,10N,114W
10164,2220 March 20,0:32:40,P,0S,4W
10165,2220 September 13,13:36:52,P,3S,157E
10166,2221 March 9,6:32:19,T+,5N,93W
10167,2221 September 2,22:13:42,T-,8S,29E
10168,2222 February 26,19:17:36,P,9N,76E
10169,2222 August 23,0:12:08,Nx,12S,0E
10170,2223 January 18,0:22:32,N,20N,1W
10171,2223 February 16,11:07:58,N,14N,161W
10172,2223 July 13,12:17:52,N,21S,179E
10173,2224 January 7,11:58:46,P,22N,176W
10174,2224 July 1,22:43:13,T+,23S,22E
10175,2224 December 26,16:25:17,T+,23N,116E
10176,2225 June 21,14:38:56,P,24S,143E
10177,2225 December 15,15:41:08,P,24N,125E
10178,2226 May 12,23:26:43,N,17S,10E
10179,2226 June 11,7:41:30,N,24S,113W
10180,2226 November 5,2:38:01,N,14N,41W
10181,2226 December 4,17:10:21,N,24N,102E
10182,2227 May 2,9:32:27,P,15S,141W
10183,2227 October 25,15:02:23,P,11N,133E
10184,2228 April 20,12:20:32,T-,12S,177E
10185,2228 October 14,7:13:09,T+,8N,110W
10186,2229 April 9,12:21:26,P,8S,177E
10187,2229 October 3,22:29:31,P,5N,22E
10188,2230 February 28,4:27:10,N,9N,61W
10189,2230 March 29,16:58:24,N,5S,108E
10190,2230 August 24,18:48:09,N,12S,81E
10191,2231 February 17,18:27:46,P,13N,89E
10192,2231 August 13,19:45:54,P,15S,67E
10193,2232 February 7,10:17:44,T-,15N,149W
10194,2232 August 1,21:49:49,T,18S,36E
10195,2233 January 26,23:15:04,P,18N,16E
10196,2233 June 22,22:22:33,Ne,25S,27E
10197,2233 July 22,6:40:42,N,19S,97W
10198,2233 December 17,11:10:37,N,25N,166W
10199,2234 June 12,15:02:55,P,24S,137E
10200,2234 December 6,10:17:27,P,23N,155W
10201,2235 June 2,7:32:48,T-,22S,111W
10202,2235 November 25,13:38:16,T+,21N,154E
10203,2236 May 21,19:18:51,P,20S,72E
10204,2236 November 14,0:24:12,P,17N,8W
10205,2237 April 11,7:30:45,N,9S,111W
10206,2237 May 10,23:45:33,N,16S,5E
10207,2237 October 5,6:57:02,N,6N,105W
10208,2237 November 3,15:53:39,N,14N,120E
10209,2238 March 31,8:05:25,P,5S,118W
10210,2238 September 24,21:14:02,P,1N,42E
10211,2239 March 20,14:37:27,T+,0N,145E
10212,2239 September 14,5:17:34,T-,4S,78W
10213,2240 March 9,3:46:50,P,5N,52W
10214,2240 September 2,6:52:16,P,9S,101W
10215,2241 January 28,9:08:46,N,17N,132W
10216,2241 February 26,19:46:41,N,10N,69E
10217,2241 July 23,19:08:10,N,19S,77E
10218,2242 January 17,20:28:26,P,20N,58E
10219,2242 July 13,5:59:11,T,22S,86W
10220,2243 January 7,0:33:44,T+,23N,5W
10221,2243 July 2,22:07:19,T,23S,32E
10222,2243 December 26,23:42:17,P,24N,7E
10223,2244 May 23,6:56:57,N,19S,102W
10224,2244 June 21,15:07:43,N,25S,136E
10225,2244 November 15,10:48:54,N,17N,163W
10226,2244 December 15,1:25:20,N,25N,21W
10227,2245 May 12,16:43:42,P,18S,111E
10228,2245 November 4,23:23:16,P,15N,8E
10229,2246 May 1,19:20:11,T-,15S,72E
10230,2246 October 25,15:28:38,T+,12N,126E
10231,2247 April 20,19:34:24,P,12S,68E
10232,2247 October 15,6:25:30,P,9N,98W
10233,2248 March 10,12:44:45,N,5N,174E
10234,2248 April 9,0:42:30,N,9S,9W
10235,2248 September 4,1:38:56,N,8S,22W
10236,2248 October 3,15:52:04,Nb,5N,121E
10237,2249 February 28,3:04:45,P,9N,40W
10238,2249 August 24,2:22:14,P,12S,32W
10239,2250 February 17,18:58:32,T-,12N,81E
10240,2250 August 13,4:39:38,T+,15S,66W
10241,2251 February 7,7:45:40,P,15N,111W
10242,2251 August 2,13:53:15,P,17S,155E
10243,2251 December 28,19:12:49,N,25N,75E
10244,2252 June 22,22:33:27,P,24S,25E
10245,2252 December 16,18:18:41,P,24N,87E
10246,2253 June 12,14:57:11,T-,23S,138E
10247,2253 December 5,21:55:59,T+,22N,31E
10248,2254 June 2,2:24:40,P,21S,34W
10249,2254 November 25,8:54:59,P,20N,135W
10250,2255 April 22,14:36:07,N,13S,143E
10251,2255 May 22,6:33:13,N,19S,96W
10252,2255 October 16,15:04:25,N,10N,132E
10253,2255 November 15,0:24:34,N,17N,7W
10254,2256 April 10,15:31:04,P,9S,130E
10255,2256 October 5,4:57:13,P,5N,75W
10256,2257 March 30,22:36:42,T+,4S,24E
10257,2257 September 24,12:27:34,T-,1N,174E
10258,2258 March 20,12:10:19,P,1N,178W
10259,2258 September 13,13:39:53,P,4S,157E
10260,2259 February 8,17:51:42,N,14N,98E
10261,2259 March 10,4:19:51,N,6N,59W
10262,2259 August 4,2:02:00,N,16S,27W
10263,2259 September 2,14:47:56,Nb,9S,141E
10264,2260 January 29,4:55:22,P,18N,68W
10265,2260 July 23,13:17:09,T,19S,165E
10266,2261 January 17,8:40:06,T+,21N,125W
10267,2261 July 13,5:36:18,T,22S,80W
10268,2262 January 6,7:45:00,P,23N,112W
10269,2262 June 3,14:20:47,N,21S,147E
10270,2262 July 2,22:31:30,N,24S,26E
10271,2262 November 26,19:06:54,N,20N,73E
10272,2262 December 26,9:43:59,N,25N,144W
10273,2263 May 23,23:46:25,P,20S,5E
10274,2263 November 16,7:52:13,P,18N,119W
10275,2264 May 12,2:08:52,T+,18S,31W
10276,2264 November 4,23:52:49,T-,16N,0E
10277,2265 May 1,2:38:34,P,16S,38W
10278,2265 October 25,14:28:59,P,13N,141E
10279,2266 March 21,20:56:19,N,1N,51E
10280,2266 April 20,8:20:18,N,13S,123W
10281,2266 September 15,8:35:37,N,4S,127W
10282,2266 October 14,23:23:02,N,10N,8E
10283,2267 March 11,11:37:14,P,4N,169W
10284,2267 September 4,9:02:59,P,8S,133W
10285,2268 February 29,3:35:27,T-,8N,48W
10286,2268 August 23,11:34:51,T+,11S,170W
10287,2269 February 17,16:11:18,P,11N,123E
10288,2269 August 12,21:11:37,P,14S,46E
10289,2270 January 8,3:16:20,N,23N,45W
10290,2270 July 4,6:03:42,P,24S,87W
10291,2270 December 28,2:22:42,P,24N,33W
10292,2271 June 23,22:18:46,T-,24S,29E
10293,2271 December 17,6:18:50,T+,23N,93W
10294,2272 June 12,9:23:36,P,23S,138W
10295,2272 December 5,17:32:31,P,22N,97E
10296,2273 May 2,21:31:53,N,17S,39E
10297,2273 June 1,13:13:38,N,21S,164E
10298,2273 October 26,23:19:49,N,14N,8E
10299,2273 November 25,9:01:53,N,19N,136W
10300,2274 April 21,22:48:59,P,13S,20E
10301,2274 October 16,12:48:09,P,10N,167E
10302,2275 April 11,6:28:07,T+,8S,94W
10303,2275 October 5,19:44:07,T-,5N,64E
10304,2276 March 30,20:26:06,P,3S,57E
10305,2276 September 23,20:35:24,P,0S,52E
10306,2277 February 19,2:29:15,N,10N,32W
10307,2277 March 20,12:44:38,N,1N,174E
10308,2277 August 14,9:01:20,N,13S,132W
10309,2277 September 12,21:49:40,N,5S,35E
10310,2278 February 8,13:19:10,P,14N,166E
10311,2278 August 3,20:37:40,T,17S,55E
10312,2279 January 28,16:45:42,T+,18N,114E
10313,2279 July 24,13:05:07,T,20S,168E
10314,2280 January 17,15:49:31,P,21N,128E
10315,2280 June 13,21:38:07,Ne,22S,39E
10316,2280 July 13,5:52:36,N,23S,84W
10317,2280 December 7,3:32:38,N,21N,52W
10318,2281 January 5,18:06:46,N,24N,92E
10319,2281 June 3,6:42:43,P,22S,98W
10320,2281 November 26,16:27:11,P,20N,113E
10321,2282 May 23,8:52:42,T+,21S,131W
10322,2282 November 16,8:23:04,T-,19N,127W
10323,2283 May 12,9:37:20,P,19S,143W
10324,2283 November 5,22:38:43,P,16N,19E
10325,2284 April 1,5:01:09,N,4S,71W
10326,2284 April 30,15:51:43,N,16S,124E
10327,2284 September 25,15:39:31,N,0N,126E
10328,2284 October 25,7:01:35,N,14N,107W
10329,2285 March 21,20:01:07,P,0S,65E
10330,2285 September 14,15:53:25,P,4S,124E
10331,2286 March 11,12:04:37,T-,4N,176W
10332,2286 September 3,18:37:54,T+,7S,83E
10333,2287 March 1,0:30:02,P,7N,2W
10334,2287 August 24,4:35:07,P,10S,66W
10335,2288 January 19,11:19:30,N,22N,164W
10336,2288 July 14,13:31:30,P,22S,162E
10337,2288 August 12,20:15:31,Nb,13S,60E
10338,2289 January 7,10:30:56,P,23N,153W
10339,2289 July 4,5:36:25,T-,23S,80W
10340,2289 December 27,14:46:24,T+,23N,141E
10341,2290 June 23,16:17:39,P,23S,119E
10342,2290 December 17,2:15:35,P,23N,32W
10343,2291 May 14,4:20:25,Ne,20S,63W
10344,2291 June 12,19:47:41,N,22S,66E
10345,2291 November 7,7:41:44,N,18N,117W
10346,2291 December 6,17:45:10,N,21N,94E
10347,2292 May 2,6:00:52,P,16S,88W
10348,2292 October 26,20:45:26,P,13N,47E
10349,2293 April 21,14:13:28,T-,12S,149E
10350,2293 October 16,3:08:18,T-,9N,48W
10351,2294 April 11,4:36:13,P,8S,66W
10352,2294 October 5,3:38:22,P,4N,54W
10353,2295 March 2,11:01:08,N,6N,160W
10354,2295 March 31,21:02:51,N,3S,49E
10355,2295 August 25,16:07:04,N,9S,121E
10356,2295 September 24,5:00:02,N,1S,74W
10357,2296 February 19,21:35:59,P,11N,42E
10358,2296 August 14,4:03:01,P,14S,57W
10359,2297 February 8,0:46:04,T+,15N,5W
10360,2297 August 3,20:37:10,T-,17S,55E
10361,2298 January 27,23:51:16,P,19N,8E
10362,2298 July 24,13:14:16,P,21S,166E
10363,2298 December 18,12:03:40,N,22N,179W
10364,2299 January 17,2:30:29,N,22N,32W
10365,2299 June 14,13:31:01,P,22S,161E
10366,2299 December 8,1:09:08,P,22N,16W
10367,2300 June 3,15:28:06,T+,22S,131E
10368,2300 November 27,17:00:33,T-,21N,105E
10369,2301 May 23,16:29:16,P,21S,115E
10370,2301 November 17,6:56:02,P,19N,105W
10371,2302 April 13,12:59:53,N,8S,169E
10372,2302 May 12,23:17:54,N,19S,12E
10373,2302 October 7,22:49:32,N,4N,18E
10374,2302 November 6,14:46:26,N,17N,137E
10375,2303 April 3,4:19:40,P,4S,61W
10376,2303 September 26,22:50:54,P,1N,19E
10377,2304 March 22,20:26:42,T-,1S,58E
10378,2304 September 15,1:48:59,T+,3S,25W
10379,2305 March 12,8:41:35,P,3N,125W
10380,2305 September 4,12:05:50,P,7S,179W
10381,2306 January 30,19:20:01,N,19N,77E
10382,2306 March 1,13:42:55,N,7N,160E
10383,2306 July 26,21:01:27,N,20S,50E
10384,2306 August 25,3:53:23,N,10S,55W
10385,2307 January 19,18:39:13,P,21N,86E
10386,2307 July 16,12:51:48,T,22S,172E
10387,2308 January 8,23:16:24,T+,22N,15E
10388,2308 July 4,23:07:47,T,22S,17E
10389,2308 December 28,11:01:33,P,23N,162W
10390,2309 June 24,2:17:42,N,22S,31W
10391,2309 November 18,16:10:56,N,21N,116E
10392,2309 December 18,2:32:41,N,22N,36W
10393,2310 May 14,13:06:26,P,19S,166E
10394,2310 November 8,4:49:17,P,17N,73W
10395,2311 May 3,21:52:07,T-,16S,34E
10396,2311 October 28,10:40:16,T+,13N,161W
10397,2312 April 22,12:37:09,P,12S,174E
10398,2312 October 16,10:51:23,P,8N,163W
10399,2313 March 13,19:25:46,N,2N,74E
10400,2313 April 12,5:12:28,N,7S,74W
10401,2313 September 5,23:20:24,N,5S,12E
10402,2313 October 5,12:20:12,N,3N,176E
10403,2314 March 3,5:46:48,P,7N,81W
10404,2314 August 26,11:33:39,P,10S,170W
10405,2315 February 20,8:42:48,T+,11N,124W
10406,2315 August 16,4:10:27,T-,14S,58W
10407,2316 February 9,7:52:24,P,16N,111W
10408,2316 August 4,20:36:17,P,18S,56E
10409,2316 December 29,20:38:45,N,22N,54E
10410,2317 January 28,10:53:57,N,20N,157W
10411,2317 June 25,20:15:57,P,22S,60E
10412,2317 December 19,9:55:14,P,23N,146W
10413,2318 June 14,22:00:42,T+,23S,33E
10414,2318 December 9,1:41:59,T-,23N,24W
10415,2319 June 3,23:18:19,P,23S,13E
10416,2319 November 28,15:18:35,P,22N,130E
10417,2320 April 23,20:50:31,N,11S,51E
10418,2320 May 23,6:38:12,N,22S,97W
10419,2320 October 18,6:08:39,N,8N,92W
10420,2320 November 16,22:38:58,N,20N,19E
10421,2321 April 13,12:29:34,P,8S,176E
10422,2321 October 7,5:58:35,P,5N,89W
10423,2322 April 3,4:39:45,T-,5S,66W
10424,2322 September 26,9:09:54,T-,1N,136W
10425,2323 March 23,16:43:41,P,1S,114E
10426,2323 September 15,19:43:08,P,3S,66E
10427,2324 February 11,3:17:27,N,16N,42W
10428,2324 March 11,21:29:30,N,2N,43E
10429,2324 August 6,4:31:49,N,18S,63W
10430,2324 September 4,11:36:05,N,6S,171W
10431,2325 January 30,2:46:50,P,18N,35W
10432,2325 July 26,20:06:28,T,20S,64E
